NAME,LOCATION_CLEAN,CUISINES,PRIMARY_CUISINE,PRIMARY_REST_TYPE,RATE,VOTES,APPROX_COST_FOR_TWO_PEOPLE,BOOK_TABLE,ONLINE_ORDER
Bengal Sweets,Jalahalli,"Mithai, Street Food",Mithai,Sweet Shop,3.9,40,300.0,False,False
CakeZone,JP Nagar,"Bakery, Desserts",Bakery,Takeaway,3.7,15,200.0,False,True
Anand Donne Biriyani,Jayanagar,Biryani,Biryani,Quick Bites,3.7,46,200.0,False,True
Brew Cafe,BTM,Fast Food,Fast Food,Quick Bites,3.2,4,300.0,False,False
Parantha Singh,Kalyan Nagar,North Indian,North Indian,Quick Bites,3.6,33,300.0,False,False
Stoned Monkey,JP Nagar,"Desserts, Ice Cream",Desserts,Dessert Parlor,3.9,242,500.0,False,True
Vijayalakshmi Veg,Jayanagar,South Indian,South Indian,Quick Bites,3.9,100,200.0,False,True
Sangeeta Restaurant,Sahakara Nagar,"Street Food, Chinese",Street Food,Quick Bites,3.6,91,300.0,False,True
Samrat Restaurant,Race Course Road,"South Indian, North Indian",South Indian,Casual Dining,4.1,493,600.0,False,False
Tandoor Merchant,BTM,"North Indian, Chinese, Fast Food",North Indian,Takeaway,3.4,25,500.0,False,True
Taza Tawa,Jeevan Bhima Nagar,"North Indian, Chinese, Kebab, Beverages",North Indian,Quick Bites,3.8,170,550.0,False,True
Sea Salt,Sahakara Nagar,"South Indian, Seafood",South Indian,Quick Bites,3.7,18,600.0,False,False
Eagles Pizza,Kalyan Nagar,"Pizza, Italian",Pizza,Quick Bites,3.8,22,650.0,False,True
ThrowBack - Pub & Dine,Outer_Areas,"Italian, North Indian, Continental",Italian,Bar,3.9,235,1000.0,False,False
Pappu Chaiwalla,JP Nagar,"Fast Food, Tea, Beverages",Fast Food,Quick Bites,3.6,141,300.0,False,False
Faasos,Old Airport Road,"North Indian, Biryani, Fast Food",North Indian,Quick Bites,3.9,104,500.0,False,True
Bikaneri Sweets,Bannerghatta Road,"Mithai, Street Food",Mithai,Sweet Shop,3.4,19,250.0,False,True
Soup Station,Koramangala 4th Block,"Healthy Food, Sandwich, Salad",Healthy Food,Quick Bites,3.9,38,200.0,False,True
Cafe Coffee Day,Whitefield,Cafe,Cafe,Cafe,3.6,45,650.0,False,True
Chullah Bhatti,Marathahalli,"North Indian, Chinese",North Indian,Casual Dining,4.0,561,900.0,True,True
Sizzles,Whitefield,"North Indian, Chinese, Continental",North Indian,Casual Dining,3.5,11,800.0,False,False
InnerChef,Koramangala 7th Block,"North Indian, Continental",North Indian,Delivery,3.8,153,500.0,False,True
Vimmi's Cafe,Indiranagar,American,American,Takeaway,2.7,30,500.0,False,True
Kanti Sweets,Jayanagar,"Mithai, Street Food",Mithai,Quick Bites,3.9,148,400.0,False,True
Black Cup Cafe,BTM,"Cafe, Fast Food, Beverages",Cafe,Cafe,3.7,29,400.0,False,True
Nanna Munna Paratha House,BTM,North Indian,North Indian,Quick Bites,3.6,20,300.0,False,False
The Elaichi Restaurant,Electronic City,"North Indian, Asian, Continental, Bengali, Momos",North Indian,Casual Dining,3.6,399,700.0,False,True
Biriyani Zone,CV Raman Nagar,"Biryani, North Indian, Chinese, Seafood",Biryani,Casual Dining,3.7,22,800.0,False,True
UBCR,Indiranagar,Fast Food,Fast Food,Quick Bites,3.3,5,200.0,False,True
Recipe,Kumaraswamy Layout,"North Indian, Chinese, Biryani",North Indian,Casual Dining,4.0,808,500.0,False,True
The Vintage Cafe,Banashankari,"Cafe, French, North Indian",Cafe,Cafe,3.0,62,400.0,False,True
Treat,Brookefield,North Indian,North Indian,Food Court,3.8,54,500.0,False,False
Donne Biryani Mane,Whitefield,Biryani,Biryani,Quick Bites,3.5,51,300.0,False,True
Smally's Resto Cafe,Church Street,"Cafe, Italian, Burger, American, Steak",Cafe,Cafe,4.2,3581,650.0,False,True
Mumbai Badam Milk & Lassi Center,Basavanagudi,"Beverages, Desserts",Beverages,Kiosk,3.6,23,100.0,False,True
56 Bhoga Sweets,HSR,"Mithai, Street Food",Mithai,Takeaway,3.6,51,150.0,False,False
Gilly's Restobar,New BEL Road,"Continental, Finger Food, North Indian, Chinese",Continental,Pub,4.5,2732,1200.0,True,False
SL Vadapav,Jayanagar,Maharashtrian,Maharashtrian,Quick Bites,4.0,82,100.0,False,True
Delly Belly,Koramangala 6th Block,"North Indian, Mughlai",North Indian,Delivery,3.2,5,400.0,False,False
Achayyan's,Indiranagar,"Kerala, South Indian",Kerala,Quick Bites,3.8,410,350.0,False,True
Starbucks,Kammanahalli,"Cafe, Desserts",Cafe,Cafe,3.8,15,700.0,False,False
Nuts Over Salads Cafe,Koramangala 5th Block,"Cafe, Salad, Healthy Food, Mexican",Cafe,Cafe,4.4,214,800.0,True,True
Janahaar,Banashankari,South Indian,South Indian,Quick Bites,3.8,70,100.0,False,True
Kerala Panoor Restaurant,Bellandur,"Kerala, Seafood, Biryani, South Indian",Kerala,Quick Bites,3.5,142,350.0,False,True
Bao & Grills,Whitefield,"Chinese, Asian",Chinese,Food Court,3.0,112,600.0,False,True
Byblos,Indiranagar,"Lebanese, Arabian, Middle Eastern, Salad, Beverages",Lebanese,Casual Dining,4.2,1352,1700.0,True,True
Annappa's Naati Mane,Rajajinagar,"South Indian, Chinese",South Indian,Quick Bites,3.5,73,400.0,False,True
The Waverly Express,Whitefield,Cafe,Cafe,Cafe,3.5,12,650.0,False,False
Malabar Tasty Restaurant,Marathahalli,"Kerala, North Indian, Chinese, South Indian",Kerala,Casual Dining,3.0,8,450.0,False,False
WOW! Momo,Marathahalli,"Tibetan, Momos",Tibetan,Quick Bites,3.6,82,400.0,False,True
Twilight Global Restaurant,Kalyan Nagar,"North Indian, Chinese",North Indian,Quick Bites,3.6,37,600.0,False,True
Tea Villa Cafe,HSR,"Cafe, Tea, Continental, Mediterranean, Italian, Desserts, Beverages",Cafe,Cafe,4.2,872,800.0,True,True
Arun Icecreams,Banaswadi,"Ice Cream, Desserts",Ice Cream,Dessert Parlor,3.1,6,150.0,False,False
Mummy Dhaba,Ulsoor,North Indian,North Indian,Quick Bites,3.4,48,300.0,False,True
Keventers,Bannerghatta Road,"Desserts, Beverages, Ice Cream",Desserts,Beverage Shop,3.8,29,400.0,False,True
Rock Stone Ice Cream Factory,BTM,Ice Cream,Ice Cream,Dessert Parlor,4.0,138,250.0,False,True
Buddha Treats,Brookefield,"Chinese, Thai",Chinese,Casual Dining,4.2,373,600.0,False,True
The Boozy Griffin,Marathahalli,"European, Continental",European,Pub,4.8,4705,1800.0,True,False
Rajasthan Sweets,Sarjapur Road,Mithai,Mithai,Sweet Shop,3.2,4,150.0,False,True
The Belgian Waffle Co.,Indiranagar,"Desserts, Beverages",Desserts,Dessert Parlor,4.0,74,350.0,False,True
Desi Swaad,Kumaraswamy Layout,North Indian,North Indian,Quick Bites,3.5,11,400.0,False,True
KFC,Banashankari,"Burger, Fast Food",Burger,Quick Bites,3.8,505,450.0,False,True
Food Lounge,Yeshwantpur,North Indian,North Indian,Quick Bites,3.1,52,400.0,False,True
99 Variety Dosa & Pav Bhaji,Koramangala 6th Block,"South Indian, North Indian, Street Food",South Indian,Quick Bites,3.8,16,250.0,False,True
Bhukkad,Electronic City,"Healthy Food, Fast Food",Healthy Food,Quick Bites,3.3,7,250.0,False,False
Cinnamon,HSR,"North Indian, Chinese, Biryani",North Indian,Casual Dining,3.9,450,550.0,False,True
Domino's Pizza,Electronic City,"Pizza, Fast Food",Pizza,Quick Bites,3.2,284,400.0,False,True
Chai Point,Nagawara,"Tea, Beverages, Fast Food",Tea,Beverage Shop,3.8,38,250.0,False,True
Kudla - Coraltree,RT Nagar,"Seafood, Mangalorean",Seafood,Casual Dining,3.8,280,1200.0,True,True
New Friends,BTM,"North Indian, Continental, Chinese, Steak",North Indian,Casual Dining,3.8,273,900.0,False,True
Imli,Marathahalli,"North Indian, Beverages, Fast Food, Street Food",North Indian,Quick Bites,3.3,13,250.0,False,False
Shree Saraswathi Sweets Centre,Koramangala 1st Block,"Mithai, Street Food",Mithai,Sweet Shop,3.6,18,100.0,False,True
Gusto's Pizza,Whitefield,Pizza,Pizza,Takeaway,3.1,10,500.0,False,False
Tasty Noodle,HSR,"Chinese, Seafood",Chinese,Quick Bites,3.4,5,400.0,False,True
Hotel Tom's Restaurant,Koramangala 6th Block,"Mangalorean, Seafood, Chinese, North Indian",Mangalorean,Casual Dining,4.0,72,1000.0,False,True
Just Bake,Cunningham Road,"Bakery, Desserts",Bakery,Bakery,3.4,24,400.0,False,True
Hot Coffee,Vijay Nagar,South Indian,South Indian,Quick Bites,3.9,46,100.0,False,False
Apna Veg Dhaba,Bellandur,"North Indian, Chinese",North Indian,Casual Dining,3.1,35,550.0,False,True
Fit Dish Fetish,Other_Broad_Areas,Healthy Food,Healthy Food,Takeaway,3.5,38,500.0,False,False
Lakeview Milkbar,Koramangala 8th Block,"Desserts, Cafe, Fast Food",Desserts,Dessert Parlor,3.8,291,500.0,False,False
Little Cafe,Basavanagudi,"Cafe, Beverages",Cafe,Cafe,3.7,54,600.0,False,True
Granos De Cafe,BTM,"Cafe, Beverages",Cafe,Cafe,3.7,31,500.0,False,False
Subway,Electronic City,"Salad, Fast Food",Salad,Quick Bites,3.9,146,600.0,False,True
The Hidden Home,Sarjapur Road,"Asian, Chinese, Continental, North Indian, South Indian",Asian,Casual Dining,4.2,1060,1300.0,True,True
Potful,Koramangala 4th Block,"Biryani, Kebab, Rolls, Mughlai",Biryani,Delivery,3.9,160,650.0,False,True
Cafe Pink Pajamas,Kalyan Nagar,"Cafe, Italian",Cafe,Cafe,4.1,605,700.0,True,True
Smack Cafe,Koramangala 1st Block,Cafe,Cafe,Cafe,3.3,4,400.0,False,True
Thalassery Restaurant,Koramangala 5th Block,"Kerala, Biryani, South Indian, North Indian, Chinese, Seafood, Juices",Kerala,Casual Dining,3.6,383,600.0,False,True
Have More,New BEL Road,North Indian,North Indian,Casual Dining,3.9,510,700.0,True,False
Harvest Market,Bellandur,"Continental, Pizza",Continental,Food Court,3.6,19,500.0,False,False
Lazy Suzy,Indiranagar,"Cafe, Continental, Beverages, Burger, Desserts, Pizza, Bakery, European",Cafe,Cafe,4.4,1262,1000.0,True,True
Seven Star,Banashankari,"North Indian, Chinese",North Indian,Quick Bites,3.4,7,250.0,False,True
Food N Joyy,RT Nagar,"Fast Food, Chinese, Street Food",Fast Food,Quick Bites,3.2,8,300.0,False,True
Brea,Jeevan Bhima Nagar,"Bakery, Fast Food",Bakery,Bakery,3.4,34,300.0,False,True
Keventers,Whitefield,"Beverages, Desserts, Ice Cream",Beverages,Food Court,2.9,79,400.0,False,True
Vinaya Cafe,JP Nagar,"South Indian, Street Food, Juices",South Indian,Quick Bites,3.7,55,200.0,False,True
The Creek - The Den Bengaluru,Whitefield,"North Indian, Continental, Chinese",North Indian,Casual Dining,4.4,383,2000.0,True,False
King,Electronic City,"North Indian, Chinese",North Indian,Quick Bites,3.7,570,300.0,False,True
Kargeens,Koramangala 6th Block,"Cafe, Continental, Italian",Cafe,Cafe,4.1,992,600.0,False,True
Cafe Choco Craze,Bannerghatta Road,"Cafe, Fast Food, Desserts",Cafe,Cafe,3.7,9,400.0,False,False
Graffitea,BTM,"Beverages, Fast Food",Beverages,Beverage Shop,3.7,16,200.0,False,True
Shree Thali,Koramangala 5th Block,North Indian,North Indian,Mess,4.1,183,150.0,False,False
Chutney Chang,Church Street,"North Indian, Chinese, BBQ",North Indian,Casual Dining,4.2,4752,1500.0,True,True
Dande Hyderabad Biryani,Whitefield,"Biryani, Andhra, North Indian",Biryani,Takeaway,3.4,6,500.0,False,True
Kalmane Koffees,Koramangala 7th Block,Cafe,Cafe,Cafe,4.1,367,350.0,False,False
Rasa Cafe,Kalyan Nagar,"Cafe, American, Italian, Continental",Cafe,Cafe,3.4,6,600.0,False,True
New Shanthi Sagar,Sadashiv Nagar,"South Indian, North Indian, Chinese, Beverages",South Indian,Casual Dining,2.7,39,550.0,False,False
Peace Restaurant,Shanti Nagar,"Chinese, Tibetan, North Indian",Chinese,Casual Dining,2.9,111,500.0,False,True
The Good Bowl,Sarjapur Road,"Italian, North Indian, Biryani",Italian,Takeaway,3.6,14,500.0,False,True
Roll junction,Bellandur,"Fast Food, Rolls",Fast Food,Food Court,3.1,8,150.0,False,False
The Table,Indiranagar,"Bakery, Desserts",Bakery,Bakery,3.8,42,400.0,False,True
Juice Junction Food Court,HSR,"Juices, South Indian, Chinese, Fast Food",Juices,Quick Bites,3.8,215,200.0,False,True
Vegtaurant,Whitefield,"North Indian, Chinese",North Indian,Quick Bites,3.7,88,300.0,False,True
Sri Krishna Kitchen,BTM,Fast Food,Fast Food,Quick Bites,3.6,42,400.0,False,True
Bombay Kulfis,Bannerghatta Road,Ice Cream,Ice Cream,Dessert Parlor,3.5,9,200.0,False,True
Indian Kitchen - Hotel Presidency,Electronic City,"Fast Food, North Indian, Finger Food",Fast Food,Casual Dining,3.0,8,1000.0,False,True
Chats Point,Basavanagudi,"Fast Food, Street Food",Fast Food,Quick Bites,3.4,8,150.0,False,True
Wow Vada Pav,Indiranagar,"Street Food, American",Street Food,Quick Bites,3.6,27,250.0,False,True
The Story Wall Bistro,Banaswadi,"Italian, Continental",Italian,Casual Dining,3.8,19,600.0,False,False
FreshMenu,Other_Broad_Areas,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",Healthy Food,Delivery,3.0,546,450.0,False,True
New Udupi Delicacy,Whitefield,"South Indian, North Indian, Chinese",South Indian,Quick Bites,3.9,91,250.0,False,True
HOT COFFEE,Basavanagudi,"South Indian, Chinese",South Indian,Quick Bites,4.1,70,150.0,False,True
Empire Restaurant,Brigade Road,"North Indian, Mughlai, South Indian, Chinese",North Indian,Casual Dining,4.4,2162,750.0,False,True
Kabab Palace,Rajajinagar,"North Indian, Chinese, Kebab",North Indian,Quick Bites,3.8,74,350.0,False,True
Lassi Shop,Koramangala 5th Block,"Beverages, Ice Cream",Beverages,Beverage Shop,4.1,216,200.0,False,True
Kabsa House,Kalyan Nagar,North Indian,North Indian,Casual Dining,3.6,24,500.0,False,False
Iyengars' Bakery,Richmond Road,Bakery,Bakery,Bakery,3.4,14,200.0,False,False
Viking,Malleshwaram,"Chinese, North Indian",Chinese,Casual Dining,2.9,86,450.0,False,False
Orchard Fresh,Brookefield,"Ice Cream, Desserts",Ice Cream,Dessert Parlor,3.3,21,400.0,False,False
Five Star Chicken,Sahakara Nagar,"Fast Food, Burger",Fast Food,Quick Bites,3.0,53,300.0,False,True
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Secret Alley,Indiranagar,"Fast Food, Cafe",Fast Food,Cafe,3.9,85,450.0,False,True
Tuckinto,Yeshwantpur,Cafe,Cafe,Cafe,3.8,30,400.0,False,True
Paratha Plaza,Indiranagar,North Indian,North Indian,Quick Bites,3.6,156,300.0,False,True
Hotel Renowned,City Market,"North Indian, Biryani",North Indian,Quick Bites,3.3,5,200.0,False,False
Kanha's Kafe,Koramangala 5th Block,"Awadhi, Bihari, Fast Food, Ice Cream, Mithai",Awadhi,Quick Bites,3.5,12,200.0,False,False
Burger King,HSR,"Burger, Fast Food, Beverages",Burger,Quick Bites,4.1,359,600.0,False,True
Kabab Magic,Jayanagar,"North Indian, Kebab, Fast Food",North Indian,Quick Bites,4.0,966,500.0,False,True
Cafe Oleiva,Thippasandra,Cafe,Cafe,Cafe,3.4,6,500.0,False,False
Hasini Foods,Koramangala 4th Block,"Andhra, Chinese, North Indian",Andhra,Quick Bites,2.9,21,450.0,False,True
One Stop MARATHA,Koramangala 6th Block,Maharashtrian,Maharashtrian,Quick Bites,3.1,39,250.0,False,False
Bhandary's Kitchen,Koramangala 7th Block,North Indian,North Indian,Delivery,3.6,16,300.0,False,True
Shetty's Kitchen,Bannerghatta Road,Mangalorean,Mangalorean,Quick Bites,3.7,109,600.0,False,True
Kanika Biryani Paradise,Bannerghatta Road,"North Indian, Andhra, Biryani",North Indian,Casual Dining,3.4,15,700.0,False,False
Eatwell Restaurant,Marathahalli,"North Indian, Chinese, Biryani",North Indian,Quick Bites,3.0,68,400.0,False,True
Snack Magic,Yeshwantpur,"Fast Food, Beverages",Fast Food,Quick Bites,3.7,25,250.0,False,True
Pure Punjabi,Electronic City,"Chinese, North Indian, Fast Food",Chinese,Quick Bites,3.4,275,450.0,False,True
Midnight Eats,Frazer Town,"North Indian, Chinese",North Indian,Delivery,3.0,114,500.0,False,True
Ibaco,Rajajinagar,Desserts,Desserts,Dessert Parlor,3.6,39,300.0,False,True
Messy Bowl,Banashankari,"Fast Food, Beverages",Fast Food,Quick Bites,3.5,73,500.0,False,False
La Casa,Jayanagar,"Continental, Italian, Chinese, North Indian",Continental,Casual Dining,3.6,571,800.0,True,False
Taiyvan's,RT Nagar,"Chinese, Thai, Seafood, Malaysian",Chinese,Casual Dining,3.7,101,500.0,False,True
Caffe Pascucci,JP Nagar,"Continental, Italian, Beverages",Continental,Casual Dining,4.0,791,1300.0,True,True
Udupi Upachar,Banashankari,"South Indian, North Indian",South Indian,Quick Bites,3.4,7,500.0,False,True
Baskin Robbins,Kalyan Nagar,"Ice Cream, Desserts",Ice Cream,Dessert Parlor,3.6,27,250.0,False,False
Downtown,Residency Road,"North Indian, Continental",North Indian,Pub,3.7,298,1000.0,False,False
Carnival de Goa,Ulsoor,"Goan, Mangalorean, Pizza",Goan,Casual Dining,4.2,986,1000.0,True,True
Masala Central,Frazer Town,North Indian,North Indian,Quick Bites,3.8,79,300.0,False,True
Bhanu Hindi Military Hotel,Magadi Road,South Indian,South Indian,Quick Bites,3.4,7,300.0,False,True
Smoke - The Sizzler House,Nagawara,"Continental, North Indian, Chinese, Steak",Continental,Food Court,2.8,100,800.0,False,True
Nebula,Malleshwaram,"North Indian, Chinese, Thai, Italian, South Indian",North Indian,Casual Dining,3.3,6,700.0,False,False
Mont Blanc Cafe,Bellandur,"Cafe, Bakery, Italian",Cafe,Cafe,3.8,37,650.0,False,True
Paranthas and Dosas,Kalyan Nagar,"North Indian, South Indian",North Indian,Quick Bites,3.7,300,400.0,False,False
Chai & Kadi,Indiranagar,South Indian,South Indian,Quick Bites,3.8,33,200.0,False,False
Keerthi Restaurant Andhra Style,Marathahalli,Andhra,Andhra,Quick Bites,3.3,11,300.0,False,True
Iyengar's Inn,Jayanagar,South Indian,South Indian,Quick Bites,4.1,53,100.0,False,False
Tummy Singh,Brookefield,"North Indian, Chinese",North Indian,Quick Bites,3.4,5,700.0,False,True
Cafe Coffee Day The Lounge,HSR,"Cafe, Fast Food",Cafe,Cafe,3.8,77,650.0,False,True
Taiki,Indiranagar,"Asian, Japanese, Korean, Thai, Sushi",Asian,Casual Dining,4.4,139,1200.0,True,True
Mast Kalandar,Bannerghatta Road,North Indian,North Indian,Delivery,2.4,183,450.0,False,False
Chai Resto,Jeevan Bhima Nagar,"Fast Food, Tea",Fast Food,Quick Bites,3.4,6,200.0,False,False
Himalyan Inn Tibet Kitchen,Indiranagar,"Chinese, Momos",Chinese,Quick Bites,3.7,42,400.0,False,False
Leon Grill,Indiranagar,"Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",Burger,Quick Bites,4.2,315,500.0,False,True
SLV Refreshment,Banashankari,South Indian,South Indian,Quick Bites,4.1,94,100.0,False,False
Sindhu Family Restaurant,New BEL Road,"North Indian, Chinese, Seafood",North Indian,Casual Dining,3.2,4,600.0,False,False
Punjabi Corner,Bannerghatta Road,"North Indian, Chinese",North Indian,Quick Bites,3.9,202,250.0,False,True
New Udupi Park Deluxe,Hennur,"South Indian, North Indian, Chinese",South Indian,Quick Bites,3.6,77,400.0,False,False
Rampyari Chaiwala Netaji Bhajiawala,Sarjapur Road,"Street Food, South Indian",Street Food,Quick Bites,3.1,26,150.0,False,True
Beijing Bites,Outer_Areas,"Chinese, Thai",Chinese,Casual Dining,3.7,679,850.0,False,True
Sreeraj Lassi Bar,Kammanahalli,"Beverages, Desserts, Juices",Beverages,Dessert Parlor,4.0,120,150.0,False,True
Ishta Cafe,Bannerghatta Road,"Pizza, South Indian, Healthy Food",Pizza,Quick Bites,3.9,63,200.0,False,True
Pizza Hut,Marathahalli,"Pizza, Fast Food",Pizza,Quick Bites,2.8,148,750.0,False,True
Bhaijaan Barbeques,Koramangala 7th Block,"Mughlai, Arabian, BBQ",Mughlai,Quick Bites,3.4,6,200.0,False,True
BabaYaga's,Indiranagar,"American, Finger Food",American,Bar,4.0,244,1500.0,True,False
Golden Restaurant,HSR,"North Indian, Mughlai",North Indian,Casual Dining,3.4,411,750.0,True,True
Dining Hut,Kumaraswamy Layout,"North Indian, Chinese, South Indian",North Indian,Quick Bites,3.5,10,400.0,False,True
Flying Cakes,Sarjapur Road,"Bakery, Desserts",Bakery,Bakery,3.1,16,500.0,False,True
Mughlai Azam,New BEL Road,"Mughlai, Biryani, North Indian",Mughlai,Casual Dining,4.0,117,1400.0,True,True
Shahi Hyderabadi Dum Biryani,Kalyan Nagar,"North Indian, Biryani",North Indian,Casual Dining,3.1,151,500.0,False,True
HSR SLV Fast Food,HSR,"South Indian, Fast Food",South Indian,Quick Bites,3.7,34,200.0,False,True
Hotel Karavali Beach,Seshadripuram,"Seafood, Mangalorean, Chinese",Seafood,Casual Dining,3.5,19,500.0,False,True
Iyengar's Bakery,Koramangala 6th Block,Bakery,Bakery,Bakery,3.5,11,200.0,False,False
Crunch Pizzas,Whitefield,"Italian, Pizza",Italian,Quick Bites,2.6,41,600.0,False,True
Andhra Vindu Multi Cuisine Restaurant,Marathahalli,"Andhra, South Indian, Fast Food",Andhra,Casual Dining,3.3,11,600.0,False,True
Thrupthi Restaurant,Bannerghatta Road,Kerala,Kerala,Quick Bites,3.4,15,150.0,False,False
Davangere Benna Dose Hotel,Jayanagar,South Indian,South Indian,Quick Bites,4.1,92,100.0,False,True
FAB Cafe,Electronic City,"Fast Food, Beverages",Fast Food,Quick Bites,3.1,7,250.0,False,False
Indian Spice Food,Ulsoor,"North Indian, Chinese",North Indian,Quick Bites,3.7,33,300.0,False,True
